t_Brand,t_Phone,t_Network,t_Network_2G_bands,t_Network_3G_bands,t_Network_4G_bands,t_Network_5G_bands,t_Network_Speed,t_Network_GPRS,t_Network_EDGE,t_Launch_Announced,t_Launch_Status,t_Body_Dimensions,t_Body_Weight,t_Body_SIM,t_Display_Type,t_Display_Size,t_Display_Resolution,t_Display_Protection,t_Platform_OS,t_Platform_Chipset,t_Platform_CPU,t_Platform_GPU,t_Memory_Card_slot,t_Internal_capacity,t_Internal,t_Battery,t_Price,t_Colors,t_Bluetooth,t_WLAN,t_Sensors,t_Loudspeaker,t_3.5mm_jack
ZTE369,Blade A601,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,LTE (unspecified),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"2016, June","Available. Released 2016, July",145 x 71.2 x 9.5 mm (5.71 x 2.80 x 0.37 in),152 g (5.36 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"5.0 inches, 68.9 cm2(~66.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 6.0 (Marshmallow),,Quad-core 1.0 GHz Cortex-A53,,microSDHC,8GB 1GB RAM,,"Li-Ion 4000 mAh, non-removable",About 80 EUR,"Black, Gold","4.0, A2DP","Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Accelerometer, proximity",Yes,Yes
ZTE369,Grand X View 2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 5, 7, 12, 25",,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"2017, July","Available. Released 2017, July",215 x 125 x 9.4 mm (8.46 x 4.92 x 0.37 in),330 g (11.64 oz),Micro-SIM,IPS LCD,"8.0 inches, 185.6 cm2(~69.1% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,Android 7.1.1 (Nougat),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.3 GHz Cortex-7,Adreno 304,microSDXC (dedicated slot),8GB 1GB RAM,eMMC 4.5,"Li-Ion 4620 mAh, non-removable",About 160 EUR,Black,"4.1, A2DP, LE",Wi-Fi 802.11 b/g/n,Accelerometer,Yes,Yes
ZTE369,Blade V7 Plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 - Australia,"1, 3, 5, 7, 28 - Australia",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",,,"2017, July","Available. Released 2017, August",146 x 72.5 x 8 mm (5.75 x 2.85 x 0.31 in),136 g (4.80 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",S-IPS LCD,"5.2 inches, 74.5 cm2(~70.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",,Android 6.0 (Marshmallow),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM",,"Li-Ion 2540 mAh, non-removable",About 180 EUR,"Platinum Grey, Ion Gold, Deep Gray","4.0, A2DP, LE","Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Yes,Yes
ZTE369,Quartz,GSM / HSPA,GSM 850 / 1900,HSDPA 850 / 1700(AWS) / 1900 / 2100,,,HSPA,,,"2017, April","Available. Released 2017, April",45.7 x 45.7 x 14.5 mm (1.80 x 1.80 x 0.57 in),89 g (3.14 oz),IP67 dust/water resistant (up to 1m for 30 min),AMOLED,1.4 inches,400 x 400 pixels (~404 ppi density),Corning Gorilla Glass 3,Android Wear OS 2.1,Qualcomm MSM8909W Snapdragon Wear 2100,Quad-core 1.1 GHz Cortex-A7,Adreno 304,No,4GB 768MB RAM,eMMC 4.5,"Li-Ion 500 mAh, non-removable",About 200 EUR,Silver,"4.1, LE",Wi-Fi 802.11 b/g/n,MP3 playerPhoto viewerVoice dial/commands,Yes,No
ZTE369,nubia N2,GSM / CDMA / HSPA / LTE,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 39, 40, 41",,"HSPA, LTE",,,"2017, March","Available. Released 2017, June",155 x 75 x 7.9 mm (6.10 x 2.95 x 0.31 in),180 g (6.35 oz),Hybrid Dual SIM,AMOLED,"5.5 inches, 83.4 cm2(~71.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 6 (Marshmallow), nubia UI 4",Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),64GB 4GB RAM,eMMC 5.1,"Li-Po 5000 mAh, non-removable",About 260 EUR,"Black Gold, Champagne Gold","4.0, A2DP, LE","Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","Fingerprint (front-mounted), accelerometer, proximity, compass",Yes,Yes
ZTE369,nubia M2,GSM / CDMA / HSPA / LTE,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 39, 40, 41",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",,,"2017, March","Available. Released 2017, June",154.5 x 75.9 x 7 mm (6.08 x 2.99 x 0.28 in),168 g (5.93 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",AMOLED,"5.5 inches, 83.4 cm2(~71.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass (unspecified version),"Android 6 (Marshmallow), nubia UI 4",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),64GB 4GB RAM,eMMC 5.1,"Li-Po 3630 mAh, non-removable",About 300 EUR,"Black Gold, Champagne Gold","4.1, A2DP, LE","Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Yes,Yes
ZTE369,nubia M2 lite,GSM / CDMA / HSPA / LTE,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 39, 40, 41",,"HSPA, LTE",,,"2017, March","Available. Released 2017, June",155.7 x 76.7 x 7.5 mm (6.13 x 3.02 x 0.30 in),164 g (5.78 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm2(~69.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 6 (Marshmallow), nubia UI 4",Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,"Li-Po 3000 mAh, non-removable",About 120 EUR,"Black Gold, Champagne Gold","4.0, A2DP, LE","Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","Fingerprint (front-mounted), accelerometer, proximity, compass",Yes,Yes
ZTE369,nubia M2 Play,GSM / CDMA / HSPA / LTE,CDMA 800 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 38, 39, 40, 41",,"HSPA, LTE",,,"2017, June","Available. Released 2017, July",154.5 x 68.5 x 7.9 mm (6.08 x 2.70 x 0.31 in),-,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",TFT,"5.5 inches, 83.4 cm2(~78.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,"Android 7.1 (Nougat), nubia UI 5",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),32GB 3GB RAM,eMMC 5.1,"Li-Po 3000 mAh, non-removable",About 230 EUR,"Black, Gold","4.x, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Fingerprint (front-mounted), accelerometer, proximity",Yes,Yes
ZTE369,nubia Z17,GSM / CDMA / HSPA / LTE,CDMA 800 / 1900 & TD-SCDMA,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 4, 5, 7, 8, 12, 20, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps",,,"2017, June","Available. Released 2017, June",152.6 x 72.4 x 7.6 mm (6.01 x 2.85 x 0.30 in),173 g (6.10 oz),"Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.5 inches, 82.6 cm2(~74.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",Corning Gorilla Glass (unspecified version),"Android 7.1.1 (Nougat), nubia UI 5",Qualcomm MSM8998 Snapdragon 835 (10 nm),Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),Adreno 540,No,"64GB 6GB RAM, 64GB 8GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",,"Li-Po 3200 mAh, non-removable",About 300 EUR,"Aurora Blue, Black Gold, Obsidian Black, Solar Gold, Flame Red","4.1, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Yes,24-bit/192kHz audio
ZTE369,Axon 7s,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,CDMA2000 1xEV-DO,"1, 2, 3, 4, 5, 7, 8, 12, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",,,"2017, April. Released 2017, June",Discontinued,151.7 x 75 x 7.9 mm (5.97 x 2.95 x 0.31 in),170 g (6.00 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",AMOLED,"5.5 inches, 83.4 cm2(~73.3% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",,"Android 7 (Nougat), MiFavor 4",Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,microSDXC (uses shared SIM slot),128GB 6GB RAM,,"Li-Ion 3400 mAh, non-removable",About 450 EUR,Gold,"v4.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Yes,24-bit/192kHz audio
ZTE369,Max XL,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900,LTE (unspecified),,"HSPA, LTE-A (2CA)",,,"2017, April","Available. Released 2017, April",165.1 x 83.8 x 9.4 mm (6.5 x 3.30 x 0.37 in),180 g (6.35 oz),Nano-SIM,IPS LCD,"6.0 inches, 99.2 cm2(~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Corning Gorilla Glass (unspecified version),Android 7.1.1 (Nougat),Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM",eMMC 5.1,"Li-Ion 3990 mAh, non-removable",About 120 EUR,Black,"4.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct","Fingerprint (rear-mounted), accelerometer, proximity, compass",Yes,Yes
ZTE369,nubia Z17 mini,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 38, 39, 40, 41",,"HSPA, LTE",,,"2017, April","Available. Released 2017, April",146.7 x 72.5 x 7.5 mm (5.78 x 2.85 x 0.30 in),155 g (5.47 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.2 inches, 74.5 cm2(~70.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Corning Gorilla Glass (unspecified version),"Android 6.1 (Marshmallow), nubia UI 4",Qualcomm MSM8976 Snapdragon 652 (28 nm) - Standard editionQualcomm MSM8976 Pro Snapdragon 653 (28 nm) - High edition,Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM",eMMC 5.1,"Li-Po 2950 mAh, non-removable",About 170 EUR,"Elegant Black, Gold Black, Champagne Gold, Red","4.1, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Yes,Yes
ZTE369,Blade A520,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"2017, March","Available. Released 2017, May",144 x 71 x 8.4 mm (5.67 x 2.80 x 0.33 in),130 g (4.59 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.0 inches, 68.9 cm2(~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.25 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),"8GB 1GB RAM, 16GB 2GB RAM",eMMC 5.0,"Li-Ion 2400 mAh, removable",About 80 EUR,Gray,"4.1, A2DP, LE","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",Accelerometer,Yes,Yes
ZTE369,nubia N1 lite,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 7, 20",,"HSPA 42/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"2017, February","Available. Released 2017, April",153 x 77.5 x 8.4 mm (6.02 x 3.05 x 0.33 in),171 g (6.03 oz),Hybrid Dual SIM,IPS LCD,"5.5 inches, 83.4 cm2(~70.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",To be confirmed,Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.5 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),16GB 2GB RAM,eMMC 5.0,"Li-Ion 3000 mAh, non-removable",About 130 EUR,Black,"4.1, A2DP, LE","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct","Fingerprint (rear-mounted), accelerometer, proximity, compass",Yes,Yes
ZTE369,Blade V8 Mini,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20",,"HSPA, LTE",,,"2017, February","Available. Released 2017, July",143.5 x 70 x 8.9 mm (5.65 x 2.76 x 0.35 in),141 g (4.97 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.0 inches, 68.9 cm2(~68.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 7.0 (Nougat),Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),16GB 2GB RAM,eMMC 5.1,"Li-Ion 2800 mAh, non-removable",About 160 EUR,"Gold, Rose Gold","4.1, A2DP, LE","Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Yes,Yes
ZTE369,Blade V8 Lite,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - USA,"2, 4, 7, 12, 13, 28 - USA",,"HSPA, LTE",,,"2017, February","Available. Released 2017, June",143 x 71 x 8 mm (5.63 x 2.80 x 0.31 in),136 g (4.80 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.0 inches, 68.9 cm2(~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Android 7.0 (Nougat),Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),16GB 2GB RAM,eMMC 5.1,"Li-Ion 2500 mAh, non-removable",About 150 EUR,Black,"4.1, A2DP, LE","Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Yes,Yes
ZTE369,Blade A2 Plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,LTE (unspecified),,"HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",,,"2017, February","Available. Released 2017, February",155 x 76.2 x 9.8 mm (6.10 x 3.00 x 0.39 in),189 g (6.67 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm2(~70.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,"Android 6.0 (Marshmallow), MiFavor UI",Mediatek MT6750T (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDXC (uses shared SIM slot),32GB 4GB RAM,eMMC 5.1,"Li-Ion 5000 mAh, non-removable",About 150 EUR,Gold,"4.0, A2DP","Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Fingerprint (rear-mounted), accelerometer, proximity, compass",Yes,Yes
ZTE369,Hawkeye,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900 / 2100,"2, 4, 5, 7, 12, 13",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",,,"2017, January",Cancelled,154 x 76 x 7.9 mm (6.06 x 2.99 x 0.31 in),-,"Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm2(~71.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,Android 7.0 (Nougat),Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC,32GB 3GB RAM,eMMC 5.1,Li-Ion 3000 mAh battery,About 190 EUR,Black,"4.2, A2DP, LE","Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct",Eye tracking,Yes,24-bit/192kHz audio
ZTE369,Blade V8 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"2, 4, 5, 7, 12",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"2017, January","Available. Released 2017, February",156 x 77 x 9.1 mm (6.14 x 3.03 x 0.36 in),185 g (6.53 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm2(~69.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,Android 6.0.1 (Marshmallow),Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),32GB 3GB RAM,eMMC 5.1,"Li-Ion 3140 mAh, non-removable",About 200 EUR,Black,"4.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Fingerprint (front-mounted), accelerometer, proximity, compass",Yes,24-bit/192kHz audio
ZTE369,Blade V8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100,"1, 3, 5, 7, 8, 20",,"HSPA, LTE",,,"2017, January","Available. Released 2017, March",148.4 x 71.5 x 7.7 mm (5.84 x 2.81 x 0.30 in),141 g (4.97 oz),"Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.2 inches, 74.5 cm2(~70.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",,"Android 7.0 (Nougat), MiFavor 4.2",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC,"16GB 2GB RAM, 32GB 3GB RAM",eMMC 5.1,"Li-Ion 2730 mAh, non-removable",About 250 EUR,"Rose Gold, Silver, Dark Grey, Champagne Gold","4.1, A2DP, LE","Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Yes,Yes
ZTE369,Axon 7 Max,GSM / CDMA / HSPA / EVDO / LTE,CDMA 800 / 1900,HSDPA 850 / 1700(AWS) / 1900 - USA,"2, 4, 5, 12, 13, 25 - USA",,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",,,"2016, October. Released 2017, February",Discontinued,157 x 80.4 x 8.2 mm (6.18 x 3.17 x 0.32 in),196 g (6.91 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"6.0 inches, 99.2 cm2(~78.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",,"Android 6 (Marshmallow), MiFavor UI 4",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"16GB 2GB RAM (USA), 64GB 4GB RAM",eMMC 5.1,"Li-Ion 4100 mAh, non-removable",About 350 EUR,Gold,"4.2, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Yes,24-bit/192kHz audio
ZTE369,Grand X4,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,LTE (unspecified),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"2016, September","Available. Released 2016, September",155.2 x 77 x 9.1 mm (6.11 x 3.03 x 0.36 in),162 g (5.71 oz),Nano-SIM,IPS LCD,"5.5 inches, 83.4 cm2(~69.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass 3,Android 6.0.1 (Marshmallow),Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz Cortex-A53,Adreno 308,microSDXC (dedicated slot),16GB 2GB RAM,eMMC 5.1,"Li-Ion 3140 mAh, non-removable",About 200 EUR,Black,"4.2, A2DP, LE","Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Fingerprint (rear-mounted), accelerometer, proximity, compass",Yes,Yes
ZTE369,Blade V7 Max,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,LTE (unspecified),,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",,,"2016, April. Released 2016, August",Discontinued,154 x 76.5 x 7.2 mm (6.06 x 3.01 x 0.28 in),-,"Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm2(~70.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,Android 6.0.1 (Marshmallow),,Octa-core 1.8 GHz,,microSDXC,"32GB 3GB RAM, 32GB 4GB RAM",,"Li-Ion 3000 mAh, non-removable",About 280 EUR,"Black, Silver, Gold","4.0, A2DP","Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Fingerprint (side-mounted), accelerometer, proximity, compass",Yes,Yes
ZTE369,nubia Z11 mini S,GSM / CDMA / HSPA / LTE,CDMA 800,TD-SCDMA,"1, 3, 7, 38, 39, 40, 41",,"HSPA, LTE",,,"2016, October. Released 2016, October",Discontinued,146.1 x 72.1 x 7.6 mm (5.75 x 2.84 x 0.30 in),158 g (5.57 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"5.2 inches, 74.5 cm2(~70.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",,"Android 6 (Marshmallow), nubia UI 4",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,"Li-Ion 3000 mAh, non-removable",About 220 EUR,"Black, White, Gold","4.1, A2DP, LE","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Yes,Yes
ZTE369,Axon 7 mini,GSM / CDMA / HSPA / LTE,CDMA 800,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 41 - USA",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",,,"2016, September. Released 2016, October",Discontinued,147.5 x 71 x 7.8 mm (5.81 x 2.80 x 0.31 in),153 g (5.40 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",AMOLED,"5.2 inches, 74.9 cm2(~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~423 ppi density)",Corning Gorilla Glass 4,"Android 6.1 (Marshmallow), upgradable to 7.1.1 (Nougat), MiFavor 4",Qualcomm MSM8952 Snapdragon 617 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),Adreno 405,microSDXC (uses shared SIM slot),32GB 3GB RAM,eMMC 5.1,"Li-Ion 2705 mAh, non-removable",About 220 EUR,"Ion Gold, Platinum Gray","4.1, A2DP, LE","Wi-Fi 802.11 b/g/n, Wi-Fi Direct","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Yes, with stereo speakers",32-bit/192kHz audio
ZTE369,Warp 7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 1700(AWS) / 1900,"2, 4, 12",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"2016, August. Released 2016, September",Discontinued,154.2 x 76 x 9.1 mm (6.07 x 2.99 x 0.36 in),158.8 g (5.61 oz),Nano-SIM,IPS LCD,"5.5 inches, 83.4 cm2(~71.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Android 6.0 (Marshmallow),,Quad-core 1.2 GHz,,microSDXC (dedicated slot),16GB 2GB RAM,,"Li-Po 3000 mAh, removable",About 110 EUR,Black,"4.0, A2DP",Wi-Fi 802.11 b/g/n,"Accelerometer, proximity, compass",Yes,Yes
